transaction_id,card_id,entry_station,exit_station,entry_time,exit_time,travel_duration_minutes,fare_amount,card_balance,passenger_type,metro_line
TXN100013027,DMRC918474,Vaishali,Noida Sector 62,2025-10-01 03:22:00,2025-10-01 04:00:00,38,54,515,Senior,Red Line
TXN100013028,DMRC830700,Anand Vihar,Nehru Place,2025-10-01 18:52:00,2025-10-01 20:03:00,71,28,288,Senior,Violet Line
TXN100013029,DMRC388558,Anand Vihar,Botanical Garden,2025-10-04 19:28:00,2025-10-04 20:36:00,68,36,723,Student,Green Line
TXN100013030,DMRC509502,Hauz Khas,INA,2025-10-07 08:45:00,2025-10-07 10:03:00,78,38,764,Senior,Red Line
TXN100013031,DMRC404905,Vaishali,Rajiv Chowk,2025-10-02 13:20:00,2025-10-02 14:24:00,64,41,791,Senior,Blue Line
TXN100013032,DMRC327868,Dwarka,Rajiv Chowk,2025-10-02 18:59:00,2025-10-02 20:14:00,75,58,56,Adult,Yellow Line
TXN100013033,DMRC219700,Huda City Centre,Anand Vihar,2025-10-06 13:05:00,2025-10-06 13:23:00,18,17,548,Adult,Red Line
TXN100013034,DMRC502398,INA,Noida Sector 62,2025-10-07 22:14:00,2025-10-07 23:32:00,78,50,403,Senior,Green Line
TXN100013035,DMRC552453,Chandni Chowk,Airport,2025-10-05 19:07:00,2025-10-05 19:59:00,52,55,259,Adult,Green Line
TXN100013036,DMRC100944,Connaught Place,INA,2025-10-02 16:38:00,2025-10-02 17:40:00,62,37,884,Senior,Yellow Line
TXN100013037,DMRC474303,Vaishali,Chandni Chowk,2025-10-07 08:23:00,2025-10-07 08:43:00,20,22,207,Adult,Yellow Line
TXN100013038,DMRC445333,Green Park,Noida Sector 62,2025-10-06 05:51:00,2025-10-06 06:35:00,44,57,821,Student,Red Line
TXN100013039,DMRC389943,INA,Chandni Chowk,2025-10-03 00:49:00,2025-10-03 01:23:00,34,50,164,Senior,Violet Line
TXN100013040,DMRC570888,Nehru Place,Green Park,2025-10-01 20:34:00,2025-10-01 21:51:00,77,59,179,Senior,Blue Line
TXN100013041,DMRC385693,Nehru Place,Chandni Chowk,2025-10-06 14:21:00,2025-10-06 15:21:00,60,32,415,Student,Red Line
TXN100013042,DMRC661271,New Delhi,Rajiv Chowk,2025-10-04 07:40:00,2025-10-04 08:21:00,41,38,570,Adult,Green Line
TXN100013043,DMRC526728,Connaught Place,New Delhi,2025-10-01 17:03:00,2025-10-01 18:23:00,80,17,253,Adult,Violet Line
TXN100013044,DMRC342408,Nehru Place,INA,2025-10-07 19:20:00,2025-10-07 19:42:00,22,41,952,Senior,Violet Line
TXN100013045,DMRC829327,Chandni Chowk,Kalkaji Mandir,2025-10-05 19:42:00,2025-10-05 20:40:00,58,42,63,Student,Yellow Line
TXN100013046,DMRC662850,Kalkaji Mandir,Chandni Chowk,2025-10-01 05:21:00,2025-10-01 06:33:00,72,35,315,Adult,Green Line
TXN100013047,DMRC971168,Anand Vihar,Dwarka,2025-10-05 07:57:00,2025-10-05 08:53:00,56,13,707,Adult,Green Line
TXN100013048,DMRC884679,Kalkaji Mandir,INA,2025-10-07 07:16:00,2025-10-07 08:29:00,73,43,416,Senior,Yellow Line
TXN100013049,DMRC926974,Anand Vihar,Nehru Place,2025-10-04 04:29:00,2025-10-04 04:50:00,21,41,949,Adult,Green Line
TXN100013050,DMRC519707,Kalkaji Mandir,Noida Sector 62,2025-10-04 07:28:00,2025-10-04 08:06:00,38,55,40,Student,Yellow Line
TXN100013051,DMRC950542,Connaught Place,Anand Vihar,2025-10-02 19:23:00,2025-10-02 20:33:00,70,36,905,Adult,Red Line
TXN100013052,DMRC914220,Botanical Garden,Hauz Khas,2025-10-02 09:29:00,2025-10-02 10:16:00,47,18,588,Adult,Blue Line
TXN100013053,DMRC739576,Connaught Place,Green Park,2025-10-02 11:10:00,2025-10-02 11:46:00,36,12,983,Student,Red Line
TXN100013054,DMRC714489,Chandni Chowk,New Delhi,2025-10-06 16:11:00,2025-10-06 17:16:00,65,40,643,Senior,Violet Line
TXN100013055,DMRC161852,Airport,Kalkaji Mandir,2025-10-06 07:19:00,2025-10-06 08:21:00,62,27,647,Adult,Yellow Line
TXN100013056,DMRC732449,Noida Sector 62,Chandni Chowk,2025-10-04 20:47:00,2025-10-04 21:53:00,66,53,480,Senior,Green Line
TXN100013057,DMRC191976,AIIMS,Noida Sector 62,2025-10-04 21:52:00,2025-10-04 22:46:00,54,41,920,Adult,Red Line
TXN100013058,DMRC788283,Hauz Khas,Airport,2025-10-03 19:05:00,2025-10-03 20:25:00,80,50,715,Student,Red Line
TXN100013059,DMRC865558,AIIMS,Connaught Place,2025-10-01 06:29:00,2025-10-01 06:42:00,13,23,586,Adult,Violet Line
TXN100013060,DMRC812526,Anand Vihar,Green Park,2025-10-06 10:53:00,2025-10-06 11:18:00,25,37,706,Adult,Yellow Line
TXN100013061,DMRC118380,Airport,Dwarka,2025-10-02 08:12:00,2025-10-02 08:40:00,28,26,508,Student,Blue Line
TXN100013062,DMRC707859,INA,Green Park,2025-10-07 12:44:00,2025-10-07 13:17:00,33,51,608,Student,Green Line
TXN100013063,DMRC241424,AIIMS,Huda City Centre,2025-10-06 11:31:00,2025-10-06 12:40:00,69,15,586,Adult,Green Line
TXN100013064,DMRC222435,Noida Sector 62,Botanical Garden,2025-10-03 19:39:00,2025-10-03 20:21:00,42,43,26,Student,Red Line
TXN100013065,DMRC488613,Nehru Place,New Delhi,2025-10-04 14:06:00,2025-10-04 14:29:00,23,26,514,Student,Green Line
TXN100013066,DMRC621792,Kalkaji Mandir,Botanical Garden,2025-10-07 22:20:00,2025-10-07 22:48:00,28,19,745,Senior,Yellow Line
TXN100013067,DMRC334305,Vaishali,Anand Vihar,2025-10-07 08:41:00,2025-10-07 08:57:00,16,25,281,Adult,Red Line
TXN100013068,DMRC321585,Airport,Kashmere Gate,2025-10-07 15:07:00,2025-10-07 16:03:00,56,43,238,Senior,Red Line
TXN100013069,DMRC644720,Botanical Garden,Vaishali,2025-10-01 17:28:00,2025-10-01 17:52:00,24,33,53,Senior,Violet Line
TXN100013070,DMRC249503,Chandni Chowk,Rajiv Chowk,2025-10-07 04:15:00,2025-10-07 05:01:00,46,52,311,Senior,Blue Line
TXN100013071,DMRC433807,AIIMS,Nehru Place,2025-10-06 07:59:00,2025-10-06 08:37:00,38,55,480,Adult,Yellow Line
TXN100013072,DMRC342825,Green Park,Connaught Place,2025-10-05 09:17:00,2025-10-05 09:54:00,37,33,912,Student,Blue Line
TXN100013073,DMRC813169,New Delhi,Kalkaji Mandir,2025-10-01 18:08:00,2025-10-01 19:24:00,76,20,705,Senior,Red Line
TXN100013074,DMRC737777,Rajiv Chowk,Noida Sector 62,2025-10-04 13:46:00,2025-10-04 14:57:00,71,47,799,Student,Violet Line
TXN100013075,DMRC358778,Kalkaji Mandir,AIIMS,2025-10-03 06:28:00,2025-10-03 06:46:00,18,29,646,Adult,Yellow Line
TXN100013076,DMRC258799,Chandni Chowk,Noida Sector 62,2025-10-01 19:54:00,2025-10-01 21:14:00,80,19,486,Senior,Violet Line
TXN100013077,DMRC992904,Dwarka,Kashmere Gate,2025-10-07 18:15:00,2025-10-07 19:30:00,75,35,549,Student,Yellow Line
TXN100013078,DMRC382425,Chandni Chowk,Rajiv Chowk,2025-10-05 02:07:00,2025-10-05 02:48:00,41,14,180,Senior,Red Line
TXN100013079,DMRC137030,Airport,Kalkaji Mandir,2025-10-01 00:08:00,2025-10-01 01:17:00,69,32,226,Adult,Blue Line
TXN100013080,DMRC120516,Green Park,Huda City Centre,2025-10-02 18:01:00,2025-10-02 18:27:00,26,54,641,Student,Blue Line
TXN100013081,DMRC272725,Chandni Chowk,New Delhi,2025-10-07 10:23:00,2025-10-07 10:34:00,11,51,80,Adult,Red Line
TXN100013082,DMRC479645,Chandni Chowk,INA,2025-10-07 16:44:00,2025-10-07 17:49:00,65,45,749,Adult,Blue Line
TXN100013083,DMRC993818,Anand Vihar,Botanical Garden,2025-10-07 19:52:00,2025-10-07 20:59:00,67,52,63,Adult,Blue Line
TXN100013084,DMRC860678,New Delhi,Nehru Place,2025-10-02 18:09:00,2025-10-02 18:21:00,12,26,906,Senior,Violet Line
TXN100013085,DMRC795386,Kashmere Gate,Nehru Place,2025-10-04 10:50:00,2025-10-04 11:06:00,16,22,106,Student,Blue Line
TXN100013086,DMRC639384,Rajiv Chowk,Kashmere Gate,2025-10-02 05:54:00,2025-10-02 06:58:00,64,47,318,Adult,Blue Line
TXN100013087,DMRC707209,Anand Vihar,New Delhi,2025-10-02 20:29:00,2025-10-02 21:21:00,52,10,68,Adult,Violet Line
TXN100013088,DMRC731801,Nehru Place,Kalkaji Mandir,2025-10-05 16:44:00,2025-10-05 17:03:00,19,53,633,Student,Green Line
TXN100013089,DMRC564642,Kashmere Gate,Hauz Khas,2025-10-06 18:46:00,2025-10-06 19:17:00,31,56,473,Senior,Yellow Line
TXN100013090,DMRC858034,Airport,Noida Sector 62,2025-10-03 07:24:00,2025-10-03 08:03:00,39,34,56,Adult,Violet Line
TXN100013091,DMRC950100,INA,Kalkaji Mandir,2025-10-07 10:24:00,2025-10-07 10:58:00,34,12,328,Senior,Violet Line
TXN100013092,DMRC947466,Dwarka,Green Park,2025-10-03 07:09:00,2025-10-03 08:22:00,73,40,800,Student,Red Line
TXN100013093,DMRC299732,New Delhi,Rajiv Chowk,2025-10-03 09:36:00,2025-10-03 10:27:00,51,12,429,Senior,Blue Line
TXN100013094,DMRC974273,Green Park,Chandni Chowk,2025-10-02 16:51:00,2025-10-02 17:33:00,42,11,368,Senior,Violet Line
TXN100013095,DMRC236150,Kalkaji Mandir,Chandni Chowk,2025-10-01 08:45:00,2025-10-01 09:26:00,41,56,842,Adult,Red Line
TXN100013096,DMRC644247,Huda City Centre,INA,2025-10-01 10:13:00,2025-10-01 11:05:00,52,26,610,Student,Yellow Line
TXN100013097,DMRC359394,Kashmere Gate,Anand Vihar,2025-10-03 14:53:00,2025-10-03 15:59:00,66,17,863,Adult,Green Line
TXN100013098,DMRC884293,Botanical Garden,Kashmere Gate,2025-10-07 18:28:00,2025-10-07 18:56:00,28,36,792,Adult,Blue Line
TXN100013099,DMRC856204,Huda City Centre,Dwarka,2025-10-04 07:29:00,2025-10-04 07:47:00,18,12,229,Adult,Green Line
TXN100013100,DMRC916220,Anand Vihar,Green Park,2025-10-01 07:09:00,2025-10-01 07:45:00,36,30,272,Adult,Blue Line
TXN100013101,DMRC347016,INA,New Delhi,2025-10-07 14:46:00,2025-10-07 15:36:00,50,55,578,Student,Blue Line
TXN100013102,DMRC193811,Nehru Place,Rajiv Chowk,2025-10-04 17:25:00,2025-10-04 18:09:00,44,24,528,Senior,Yellow Line
TXN100013103,DMRC479142,Airport,Rajiv Chowk,2025-10-07 18:30:00,2025-10-07 19:41:00,71,60,567,Student,Blue Line
TXN100013104,DMRC731651,Airport,AIIMS,2025-10-05 05:30:00,2025-10-05 06:04:00,34,55,167,Senior,Yellow Line
TXN100013105,DMRC527934,Kalkaji Mandir,Green Park,2025-10-02 22:52:00,2025-10-02 23:42:00,50,11,296,Senior,Yellow Line
TXN100013106,DMRC236270,Huda City Centre,Vaishali,2025-10-06 22:44:00,2025-10-06 23:06:00,22,44,764,Adult,Blue Line
TXN100013107,DMRC676021,Huda City Centre,Noida Sector 62,2025-10-07 22:31:00,2025-10-07 23:43:00,72,28,447,Senior,Green Line
TXN100013108,DMRC361679,Green Park,New Delhi,2025-10-03 12:01:00,2025-10-03 13:13:00,72,47,528,Senior,Violet Line
TXN100013109,DMRC605069,INA,Rajiv Chowk,2025-10-06 12:32:00,2025-10-06 12:58:00,26,59,128,Senior,Yellow Line
TXN100013110,DMRC276340,Connaught Place,Hauz Khas,2025-10-07 15:39:00,2025-10-07 16:24:00,45,33,357,Student,Blue Line
TXN100013111,DMRC696585,Kalkaji Mandir,Botanical Garden,2025-10-06 06:36:00,2025-10-06 07:47:00,71,55,390,Student,Yellow Line
TXN100013112,DMRC749526,Botanical Garden,Noida Sector 62,2025-10-06 07:30:00,2025-10-06 08:30:00,60,23,504,Student,Red Line
TXN100013113,DMRC476942,AIIMS,Nehru Place,2025-10-06 13:14:00,2025-10-06 14:00:00,46,44,942,Adult,Green Line
TXN100013114,DMRC845507,Nehru Place,Huda City Centre,2025-10-02 16:20:00,2025-10-02 16:53:00,33,28,810,Senior,Yellow Line
TXN100013115,DMRC852812,Nehru Place,Vaishali,2025-10-02 04:10:00,2025-10-02 05:25:00,75,44,648,Senior,Blue Line
TXN100013116,DMRC856342,Anand Vihar,AIIMS,2025-10-05 18:23:00,2025-10-05 19:00:00,37,43,314,Senior,Blue Line
TXN100013117,DMRC979772,Chandni Chowk,Hauz Khas,2025-10-05 17:33:00,2025-10-05 18:52:00,79,51,356,Student,Blue Line
TXN100013118,DMRC881202,Connaught Place,Huda City Centre,2025-10-03 14:10:00,2025-10-03 15:24:00,74,50,510,Adult,Yellow Line
TXN100013119,DMRC753169,Kashmere Gate,Rajiv Chowk,2025-10-06 17:53:00,2025-10-06 18:17:00,24,28,722,Student,Violet Line
TXN100013120,DMRC991823,Rajiv Chowk,Nehru Place,2025-10-02 18:32:00,2025-10-02 19:34:00,62,37,919,Student,Red Line
TXN100013121,DMRC483242,New Delhi,Noida Sector 62,2025-10-06 08:05:00,2025-10-06 08:52:00,47,43,413,Student,Blue Line
TXN100013122,DMRC373474,Hauz Khas,New Delhi,2025-10-07 21:24:00,2025-10-07 22:39:00,75,59,662,Adult,Violet Line
TXN100013123,DMRC156608,Huda City Centre,Rajiv Chowk,2025-10-02 05:22:00,2025-10-02 05:59:00,37,56,395,Adult,Red Line
TXN100013124,DMRC415326,AIIMS,Dwarka,2025-10-07 10:18:00,2025-10-07 10:36:00,18,40,387,Adult,Red Line
TXN100013125,DMRC950642,Nehru Place,Chandni Chowk,2025-10-02 08:06:00,2025-10-02 08:39:00,33,51,349,Senior,Green Line
TXN100013126,DMRC558748,INA,Connaught Place,2025-10-01 17:22:00,2025-10-01 17:50:00,28,55,13,Student,Yellow Line
TXN100013127,DMRC500645,New Delhi,Green Park,2025-10-01 13:51:00,2025-10-01 14:31:00,40,29,421,Adult,Blue Line
TXN100013128,DMRC268160,Vaishali,Chandni Chowk,2025-10-04 10:27:00,2025-10-04 11:21:00,54,20,275,Student,Violet Line
TXN100013129,DMRC749028,Anand Vihar,INA,2025-10-03 19:08:00,2025-10-03 19:51:00,43,19,755,Adult,Violet Line
TXN100013130,DMRC943089,AIIMS,Chandni Chowk,2025-10-07 07:35:00,2025-10-07 08:09:00,34,13,474,Student,Violet Line
TXN100013131,DMRC444836,Connaught Place,Rajiv Chowk,2025-10-01 05:58:00,2025-10-01 06:09:00,11,23,203,Adult,Yellow Line
TXN100013132,DMRC301467,Dwarka,AIIMS,2025-10-06 11:00:00,2025-10-06 12:20:00,80,54,571,Adult,Violet Line
TXN100013133,DMRC148477,Noida Sector 62,Green Park,2025-10-06 06:01:00,2025-10-06 06:51:00,50,53,312,Adult,Yellow Line
TXN100013134,DMRC601069,Airport,Dwarka,2025-10-03 17:16:00,2025-10-03 18:24:00,68,47,463,Student,Yellow Line
TXN100013135,DMRC917817,Green Park,Hauz Khas,2025-10-01 20:58:00,2025-10-01 21:13:00,15,45,365,Senior,Green Line
TXN100013136,DMRC772767,Kalkaji Mandir,Botanical Garden,2025-10-05 16:28:00,2025-10-05 17:36:00,68,17,48,Student,Yellow Line
TXN100013137,DMRC231496,Vaishali,New Delhi,2025-10-02 19:40:00,2025-10-02 20:40:00,60,57,223,Student,Blue Line
TXN100013138,DMRC527986,Noida Sector 62,Huda City Centre,2025-10-07 06:51:00,2025-10-07 07:33:00,42,13,135,Student,Red Line
TXN100013139,DMRC549894,Huda City Centre,Connaught Place,2025-10-04 06:54:00,2025-10-04 08:07:00,73,47,718,Adult,Violet Line
TXN100013140,DMRC437993,Dwarka,Green Park,2025-10-07 06:59:00,2025-10-07 08:15:00,76,51,294,Senior,Blue Line
TXN100013141,DMRC285196,Chandni Chowk,Dwarka,2025-10-07 13:41:00,2025-10-07 15:00:00,79,53,495,Adult,Yellow Line
TXN100013142,DMRC201687,Airport,Green Park,2025-10-06 09:56:00,2025-10-06 10:18:00,22,12,242,Senior,Blue Line
TXN100013143,DMRC764652,Huda City Centre,Dwarka,2025-10-05 12:11:00,2025-10-05 13:08:00,57,48,812,Adult,Yellow Line
TXN100013144,DMRC198920,Chandni Chowk,Noida Sector 62,2025-10-01 08:12:00,2025-10-01 08:38:00,26,28,147,Senior,Red Line
TXN100013145,DMRC331584,Green Park,INA,2025-10-05 07:33:00,2025-10-05 08:47:00,74,44,336,Adult,Red Line
TXN100013146,DMRC770496,Chandni Chowk,Noida Sector 62,2025-10-07 18:11:00,2025-10-07 18:23:00,12,24,447,Senior,Red Line
TXN100013147,DMRC944510,Rajiv Chowk,AIIMS,2025-10-07 20:59:00,2025-10-07 21:28:00,29,30,13,Senior,Blue Line
TXN100013148,DMRC737480,Anand Vihar,Vaishali,2025-10-06 16:15:00,2025-10-06 17:25:00,70,55,841,Adult,Violet Line
TXN100013149,DMRC615869,New Delhi,Vaishali,2025-10-03 14:42:00,2025-10-03 15:36:00,54,42,752,Student,Violet Line
TXN100013150,DMRC937921,AIIMS,Chandni Chowk,2025-10-01 09:47:00,2025-10-01 10:44:00,57,39,202,Adult,Violet Line
TXN100013151,DMRC242556,Kalkaji Mandir,INA,2025-10-01 21:38:00,2025-10-01 22:10:00,32,44,909,Student,Blue Line
TXN100013152,DMRC808146,Airport,Huda City Centre,2025-10-02 18:42:00,2025-10-02 19:57:00,75,21,207,Adult,Green Line
TXN100013153,DMRC231582,Kalkaji Mandir,Nehru Place,2025-10-02 08:02:00,2025-10-02 08:16:00,14,43,819,Adult,Blue Line
TXN100013154,DMRC758964,Dwarka,AIIMS,2025-10-06 17:14:00,2025-10-06 18:32:00,78,18,444,Student,Violet Line
TXN100013155,DMRC160803,Nehru Place,INA,2025-10-07 06:27:00,2025-10-07 07:25:00,58,14,507,Student,Violet Line
TXN100013156,DMRC555635,Dwarka,New Delhi,2025-10-01 19:50:00,2025-10-01 20:58:00,68,20,346,Adult,Green Line
TXN100013157,DMRC815924,Chandni Chowk,Huda City Centre,2025-10-07 18:10:00,2025-10-07 19:19:00,69,40,939,Adult,Violet Line
TXN100013158,DMRC660313,Dwarka,AIIMS,2025-10-04 14:34:00,2025-10-04 15:22:00,48,31,337,Student,Red Line
TXN100013159,DMRC406577,New Delhi,AIIMS,2025-10-04 08:17:00,2025-10-04 08:51:00,34,11,815,Student,Yellow Line
TXN100013160,DMRC170563,Hauz Khas,Botanical Garden,2025-10-06 09:23:00,2025-10-06 09:45:00,22,35,48,Student,Red Line
TXN100013161,DMRC486290,AIIMS,Chandni Chowk,2025-10-03 19:01:00,2025-10-03 19:12:00,11,49,443,Student,Violet Line
TXN100013162,DMRC209414,Hauz Khas,Airport,2025-10-02 08:37:00,2025-10-02 08:55:00,18,46,14,Adult,Yellow Line
TXN100013163,DMRC724560,Chandni Chowk,Nehru Place,2025-10-01 06:02:00,2025-10-01 07:16:00,74,59,979,Adult,Blue Line
TXN100013164,DMRC250050,Huda City Centre,Anand Vihar,2025-10-01 21:14:00,2025-10-01 21:34:00,20,18,965,Student,Violet Line
TXN100013165,DMRC978954,Nehru Place,Rajiv Chowk,2025-10-06 22:27:00,2025-10-06 23:08:00,41,11,829,Student,Blue Line
TXN100013166,DMRC635726,Hauz Khas,INA,2025-10-07 16:18:00,2025-10-07 16:42:00,24,59,97,Adult,Green Line
TXN100013167,DMRC136341,Hauz Khas,Botanical Garden,2025-10-01 21:05:00,2025-10-01 22:13:00,68,47,32,Adult,Red Line
TXN100013168,DMRC711375,Green Park,Connaught Place,2025-10-07 18:13:00,2025-10-07 19:02:00,49,47,168,Student,Violet Line
TXN100013169,DMRC755469,Nehru Place,Dwarka,2025-10-06 17:47:00,2025-10-06 18:54:00,67,37,694,Senior,Red Line
TXN100013170,DMRC680295,Kashmere Gate,Dwarka,2025-10-03 22:50:00,2025-10-04 00:05:00,75,54,718,Adult,Green Line
TXN100013171,DMRC801459,New Delhi,Airport,2025-10-01 13:33:00,2025-10-01 14:50:00,77,32,936,Adult,Red Line
TXN100013172,DMRC373273,Huda City Centre,Nehru Place,2025-10-04 17:39:00,2025-10-04 18:08:00,29,16,343,Student,Violet Line
TXN100013173,DMRC717920,Anand Vihar,Hauz Khas,2025-10-06 21:28:00,2025-10-06 22:36:00,68,28,413,Adult,Blue Line
TXN100013174,DMRC427214,Dwarka,Green Park,2025-10-03 10:59:00,2025-10-03 11:39:00,40,21,229,Student,Red Line
TXN100013175,DMRC460803,Airport,Anand Vihar,2025-10-04 18:15:00,2025-10-04 19:25:00,70,49,671,Student,Violet Line
TXN100013176,DMRC737100,Kashmere Gate,Dwarka,2025-10-06 12:48:00,2025-10-06 13:19:00,31,52,778,Senior,Green Line
TXN100013177,DMRC818225,AIIMS,Kalkaji Mandir,2025-10-07 18:02:00,2025-10-07 19:00:00,58,16,454,Student,Yellow Line
TXN100013178,DMRC227813,Rajiv Chowk,Chandni Chowk,2025-10-07 07:07:00,2025-10-07 08:17:00,70,18,461,Student,Red Line
TXN100013179,DMRC943485,Kashmere Gate,Kalkaji Mandir,2025-10-04 08:10:00,2025-10-04 08:46:00,36,50,659,Senior,Violet Line
TXN100013180,DMRC695439,Hauz Khas,Kashmere Gate,2025-10-04 05:34:00,2025-10-04 06:05:00,31,45,182,Senior,Blue Line
TXN100013181,DMRC278011,Airport,Hauz Khas,2025-10-02 17:09:00,2025-10-02 18:12:00,63,10,847,Senior,Violet Line
TXN100013182,DMRC896494,Anand Vihar,Green Park,2025-10-07 05:53:00,2025-10-07 07:02:00,69,20,805,Senior,Red Line
TXN100013183,DMRC500591,Kashmere Gate,Chandni Chowk,2025-10-07 05:41:00,2025-10-07 05:52:00,11,33,276,Student,Blue Line
TXN100013184,DMRC295578,Kalkaji Mandir,Kashmere Gate,2025-10-03 10:42:00,2025-10-03 11:33:00,51,18,319,Adult,Red Line
TXN100013185,DMRC883278,Botanical Garden,Anand Vihar,2025-10-07 08:18:00,2025-10-07 09:07:00,49,33,677,Adult,Violet Line
TXN100013186,DMRC864532,Kashmere Gate,Botanical Garden,2025-10-07 22:10:00,2025-10-07 23:11:00,61,37,473,Adult,Yellow Line
TXN100013187,DMRC199739,Rajiv Chowk,Kashmere Gate,2025-10-06 17:45:00,2025-10-06 18:36:00,51,19,946,Student,Blue Line
TXN100013188,DMRC236569,Botanical Garden,Chandni Chowk,2025-10-05 08:05:00,2025-10-05 09:18:00,73,15,55,Student,Violet Line
TXN100013189,DMRC606125,Chandni Chowk,Botanical Garden,2025-10-03 10:48:00,2025-10-03 11:09:00,21,51,945,Adult,Blue Line
TXN100013190,DMRC157449,Anand Vihar,Airport,2025-10-07 18:52:00,2025-10-07 19:40:00,48,19,828,Student,Green Line
TXN100013191,DMRC125723,Hauz Khas,AIIMS,2025-10-07 07:50:00,2025-10-07 08:53:00,63,44,454,Senior,Red Line
TXN100013192,DMRC306002,Rajiv Chowk,Dwarka,2025-10-05 06:42:00,2025-10-05 07:07:00,25,39,400,Senior,Yellow Line
TXN100013193,DMRC604871,Kashmere Gate,Kalkaji Mandir,2025-10-03 20:52:00,2025-10-03 21:20:00,28,25,70,Adult,Green Line
TXN100013194,DMRC336235,AIIMS,Anand Vihar,2025-10-06 11:55:00,2025-10-06 12:11:00,16,30,997,Student,Blue Line
TXN100013195,DMRC926628,Noida Sector 62,Vaishali,2025-10-05 04:02:00,2025-10-05 04:24:00,22,10,896,Senior,Green Line
TXN100013196,DMRC457780,AIIMS,Botanical Garden,2025-10-05 17:04:00,2025-10-05 18:22:00,78,12,897,Student,Yellow Line
TXN100013197,DMRC701461,Green Park,Connaught Place,2025-10-04 07:37:00,2025-10-04 08:03:00,26,30,636,Student,Violet Line
TXN100013198,DMRC283167,New Delhi,Noida Sector 62,2025-10-03 22:11:00,2025-10-03 22:51:00,40,56,842,Senior,Blue Line
TXN100013199,DMRC504856,New Delhi,Rajiv Chowk,2025-10-07 08:19:00,2025-10-07 09:36:00,77,57,242,Adult,Blue Line
TXN100013200,DMRC596584,Green Park,Vaishali,2025-10-03 07:14:00,2025-10-03 08:28:00,74,29,720,Student,Blue Line
TXN100013201,DMRC539125,Connaught Place,Anand Vihar,2025-10-02 05:41:00,2025-10-02 06:08:00,27,26,165,Adult,Violet Line
TXN100013202,DMRC552864,Nehru Place,Botanical Garden,2025-10-01 06:58:00,2025-10-01 07:55:00,57,56,20,Student,Violet Line
TXN100013203,DMRC260634,Anand Vihar,Green Park,2025-10-05 17:47:00,2025-10-05 18:45:00,58,20,735,Adult,Violet Line
TXN100013204,DMRC985718,Noida Sector 62,Hauz Khas,2025-10-02 17:38:00,2025-10-02 18:16:00,38,35,635,Adult,Green Line
TXN100013205,DMRC208562,Rajiv Chowk,Kashmere Gate,2025-10-03 13:19:00,2025-10-03 13:52:00,33,51,898,Adult,Violet Line
TXN100013206,DMRC132916,Hauz Khas,Kalkaji Mandir,2025-10-01 17:05:00,2025-10-01 17:44:00,39,38,858,Senior,Green Line
TXN100013207,DMRC338718,Noida Sector 62,Nehru Place,2025-10-01 15:38:00,2025-10-01 16:56:00,78,10,456,Adult,Yellow Line
TXN100013208,DMRC725694,Botanical Garden,Anand Vihar,2025-10-01 12:04:00,2025-10-01 13:08:00,64,32,633,Senior,Red Line
TXN100013209,DMRC579685,Huda City Centre,Dwarka,2025-10-05 19:03:00,2025-10-05 20:04:00,61,60,697,Student,Red Line
TXN100013210,DMRC931388,Chandni Chowk,Green Park,2025-10-02 23:24:00,2025-10-03 00:25:00,61,17,110,Student,Blue Line
TXN100013211,DMRC832352,INA,Connaught Place,2025-10-01 07:43:00,2025-10-01 08:11:00,28,27,882,Adult,Violet Line
TXN100013212,DMRC620298,INA,Nehru Place,2025-10-07 21:07:00,2025-10-07 21:59:00,52,22,615,Student,Red Line
TXN100013213,DMRC599303,AIIMS,Dwarka,2025-10-03 19:33:00,2025-10-03 19:43:00,10,48,248,Adult,Green Line
TXN100013214,DMRC525627,Vaishali,Chandni Chowk,2025-10-04 19:24:00,2025-10-04 20:14:00,50,29,395,Student,Red Line
TXN100013215,DMRC376350,Airport,Chandni Chowk,2025-10-02 07:32:00,2025-10-02 08:33:00,61,36,196,Senior,Yellow Line
TXN100013216,DMRC376364,Kalkaji Mandir,Kashmere Gate,2025-10-06 11:49:00,2025-10-06 12:31:00,42,38,773,Senior,Red Line
TXN100013217,DMRC101868,Airport,INA,2025-10-03 04:51:00,2025-10-03 05:04:00,13,23,600,Senior,Yellow Line
TXN100013218,DMRC494802,Noida Sector 62,Rajiv Chowk,2025-10-02 17:29:00,2025-10-02 17:58:00,29,34,462,Student,Green Line
TXN100013219,DMRC425846,Connaught Place,Huda City Centre,2025-10-01 18:43:00,2025-10-01 19:41:00,58,38,895,Senior,Green Line
TXN100013220,DMRC424294,New Delhi,Kashmere Gate,2025-10-01 13:36:00,2025-10-01 14:22:00,46,32,505,Adult,Yellow Line
TXN100013221,DMRC874577,New Delhi,INA,2025-10-05 13:09:00,2025-10-05 13:26:00,17,40,975,Adult,Green Line
TXN100013222,DMRC787924,Anand Vihar,Green Park,2025-10-01 07:26:00,2025-10-01 08:09:00,43,34,140,Senior,Red Line
TXN100013223,DMRC366086,Nehru Place,Airport,2025-10-03 19:55:00,2025-10-03 21:09:00,74,48,258,Senior,Green Line
TXN100013224,DMRC437815,INA,Kalkaji Mandir,2025-10-07 18:47:00,2025-10-07 19:34:00,47,17,536,Adult,Red Line
TXN100013225,DMRC547803,AIIMS,Nehru Place,2025-10-05 15:58:00,2025-10-05 16:42:00,44,43,930,Student,Blue Line
